Country Name,Country Code,Indicator Name,Indicator Code,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
France,FRA,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,7.046598138735,7.02379811527455,7.01223793065209,7.0087750607962,7.00695291352302,7.02536212817181,7.05171541454035,7.06704735411279,7.06023510827027,7.03320222968847,6.98566060380353,6.92653907819304,6.87075003729928,6.82619065743693,6.78838774203365,6.76584658439719,6.74171346577545,6.69086970289462,6.60126187014101,6.48312500995457,6.32293643598921,6.15004172127539
France,FRA,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,7.507153811194,7.53552072954737,7.55489607243234,7.55124680157811,7.51729660848968,7.46380015055207,7.39947239210286,7.33892661576926,7.28919061698382,7.25031432212041,7.22989839233878,7.20837416740733,7.15359963885405,7.04657239140722,6.88359417167703,6.67230839802363,6.44918803539163,6.2692207431538,6.16278669893315,6.11857132501487,6.14576008153804,6.21669026382738
France,FRA,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,7.19638779212322,7.22640799602096,7.24457882013028,7.23875798886377,7.20238970997433,7.14542858179219,7.07635336002798,7.00931432945555,6.95164640743237,6.9047457426926,6.87435515830586,6.84365942781034,6.78517873701858,6.68319073232667,6.54000650016057,6.35679023528889,6.16504463596932,6.01383531209848,5.931241766859,5.90598031077941,5.94736086431726,6.03022019896756
France,FRA,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,7.64130070349126,7.5669933547961,7.49483558437005,7.43263554505441,7.38407732220204,7.35368790451897,7.31959420248739,7.24811558868195,7.12075277497805,6.95897991381069,6.74261228673158,6.50800056820515,6.31199210755858,6.18591390742675,6.13944450633167,6.16396164869469,6.22890764023698,6.28560915665475,6.30198280810219,6.30536527969602,6.28440698254847,6.24221651229197
France,FRA,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,7.27978049371418,7.20632058235344,7.13240101569592,7.06625845308437,7.01090486265931,6.97203026218397,6.93074999077767,6.85805981005918,6.73870941387094,6.58899023091599,6.39491832550915,6.18886562245725,6.02066758202337,5.91767754451467,5.8874653641555,5.92404104260964,5.9987174205523,6.06594161730294,6.09567281580436,6.10634653103833,6.09482659647804,6.06479752250733
France,FRA,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,7.52774662896952,7.48644542869195,7.40350039362806,7.26392201064473,7.09438893467188,6.86905186151529,6.6239964388026,6.41929952923953,6.29308867168744,6.25704701831743,6.28733251094615,6.35054240918121,6.39857443222566,6.40535647491168,6.41677147954428,6.39264398233504,6.33384136297501,6.25131178834528,6.15673177064739,6.096971279025,6.02142016764872,5.93440783838884
France,FRA,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,7.090706951068,7.04204005392378,6.95875011859614,6.82723626240213,6.66667015336014,6.46036489793784,6.24098086706126,6.06123290960006,5.95344735982105,5.92266593000045,5.95536458627565,6.02145140895717,6.07557162149475,6.09090479515188,6.10578497416059,6.08780336484159,6.03751242747458,5.96457913716129,5.87831668936017,5.81905496552336,5.74475772181683,5.66033351606339
France,FRA,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,7.09776633009212,6.84091647128601,6.62966125238808,6.50365784706578,6.46047199764015,6.49716079341546,6.58194500736303,6.66273473167095,6.70891632024501,6.70768677524479,6.67332811412375,6.61318956331031,6.54043197468809,6.46614402614649,6.38118777422372,6.27952038530012,6.1729154269529,6.07794114720759,6.00797777626787,5.97176953469122,5.94888855121328,5.9354788475687
France,FRA,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,6.57994627072513,6.34532501940742,6.15375904354539,6.038368922153,5.99980080084337,6.03443672134194,6.11304638764392,6.18778303524302,6.22901679873989,6.23132768896248,6.2024147992753,6.1475333198447,6.07784740447261,6.0024065886193,5.9247401922392,5.82892784190821,5.72425550010168,5.62636871612391,5.54823553576866,5.5120417248856,5.48638615560246,5.46694271254569
France,FRA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.1119441983644,65.0642289062982,65.0410690813689,65.0356071605814,64.9900633388057,64.9781924755801,64.9888381365152,65.010533052162,65.0343445785052,65.006020427019,64.9928970342558,64.9617636180445,64.8639158081892,64.6701255559639,64.3768891595673,63.9961606703243,63.5629510189021,63.1388901221384,62.7664724171957,62.4703444983481,62.2211765433074,62.0089108085333
France,FRA,"Population ages 15-64, total",SP.POP.1564.TO,39044280,39159744,39347712,39614814,39876233,40159945,40452228,40764786,41088277,41357728,41605999,41819125,41971520,42053370,42065649,42019757,41950713,41871250,41798307,41767527,41604279,41538060
France,FRA,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,66.7540169523953,66.6970031427156,66.6691672855025,66.6641619021119,66.5909745218636,66.5561760161781,66.5481907930973,66.5544086183207,66.5658267834046,66.5051067647413,66.4582543913973,66.3947984065159,66.270925423619,66.0621607622086,65.7206224337387,65.3027969428673,64.847961891188,64.4160544344787,64.0457846075974,63.7272377984398,63.462642428238,63.2398981111148
France,FRA,"Population ages 15-64, male",SP.POP.1564.MA.IN,19438086,19486417,19571409,19696452,19809721,19934536,20065101,20208325,20360541,20483193,20597340,20696344,20768230,20808924,20804867,20775718,20739394,20700681,20666151,20641668,20551633,20510206
France,FRA,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,63.5617101317107,63.5238470951791,63.506221883779,63.5016063200734,63.4829014785618,63.4935915134654,63.522884350823,63.5603643907661,63.5970795291238,63.5985949390249,63.6167082119474,63.6156277866268,63.5420776149894,63.3623562952847,63.1137333886703,62.7674913798702,62.3545897034784,61.9380849548575,61.5638660572632,61.2890752747994,61.0548833003567,60.8530200661229
France,FRA,"Population ages 15-64, female",SP.POP.1564.FE.IN,19606166,19673309,19776285,19918366,20066356,20225136,20386813,20556235,20727734,20874300,21008353,21122519,21203144,21244448,21260651,21243890,21211236,21170559,21132160,21125802,21052527,21027676
France,FRA,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,6.7203787154305,6.79954630636896,6.88136486186579,6.9306311220664,6.93500926502,6.91656174856811,6.88124923142983,6.83772228347323,6.78995005904669,6.68697264693984,6.5789383192921,6.48017126359218,6.40521683431634,6.35952367905762,6.28940930461493,6.24696419266876,6.23262839644967,6.23999291742789,6.26248969045196,6.24906215996566,6.24370865127876,6.24944979684195
