Country Name,Country Code,Indicator Name,Indicator Code,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,
Spain,ESP,Child employment in services (% of economically active children ages 7-14),SL.SRV.0714.ZS,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Child employment in services, male (% of male economically active children ages 7-14)",SL.SRV.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Child employment in services, female (% of female economically active children ages 7-14)",SL.SRV.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Children in employment, self-employed (% of children in employment, ages 7-14)",SL.SLF.0714.ZS,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Children in employment, self-employed, male (% of male children in employment, ages 7-14)",SL.SLF.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",SL.SLF.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Child employment in manufacturing (% of economically active children ages 7-14),SL.MNF.0714.ZS,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",SL.MNF.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",SL.MNF.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Informal employment (% of total non-agricultural employment),SL.ISV.IFRM.ZS,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Informal employment, male (% of total non-agricultural employment)",SL.ISV.IFRM.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Informal employment, female (% of total non-agricultural employment)",SL.ISV.IFRM.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,29.9120006561279,30.5090007781982,30.67799949646,30.8279991149902,31.4599990844727,31.0389995574951,30.7140007019043,30.2070007324219,29.5699996948242,29.4029998779297,29.1100006103516,27.8290004730225,24.5849990844727,22.9740009307861,21.7600002288818,20.6720008850098,19.75,19.4500007629395,19.9039993286133,19.6060009002686,20.056999206543,19.8840007781982,
Spain,ESP,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,38.640998840332,39.4519996643066,40.1150016784668,40.2190017700195,41.4020004272461,41.1839981079102,41.5779991149902,41.4360008239746,41.0530014038086,41.5800018310547,41.3979988098145,39.9620018005371,35.8219985961914,33.556999206543,32.1199989318848,30.2740001678467,29.1159992218018,28.5779991149902,29.1580009460449,28.8449993133545,29.298999786377,29.0799999237061,
Spain,ESP,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,13.6579999923706,13.746000289917,13.4890003204346,14.4409999847412,14.3680000305176,14.3140001296997,13.3109998703003,12.7819995880127,12.4200000762939,11.6260004043579,11.6029996871948,11.210000038147,10.0600004196167,9.53400039672852,8.88799953460693,9.03999996185303,8.46500015258789,8.42800045013428,8.66699981689453,8.42500019073486,8.84500026702881,8.6850004196167,
Spain,ESP,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,77769.6484375,77850.3125,76669.390625,76567.765625,76485.34375,75867.7109375,75520.703125,75271.4296875,73710.109375,74059.9765625,74962.0703125,76446.40625,78610.078125,79769.4375,80465.4609375,81811.71875,82645.2890625,82844.359375,83538,83980.484375,84529.8359375,85510.09375,
Spain,ESP,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SL.FAM.WORK.ZS,2.96799993515015,2.74399995803833,2.3659999370575,2.09100008010864,1.88300001621246,1.74800002574921,1.61699998378754,1.42999994754791,1.59899997711182,1.33899998664856,1.07500004768372,1.02499997615814,0.907000005245209,0.815999984741211,0.748000025749207,0.697000026702881,0.669000029563904,0.592999994754791,0.561999976634979,0.477999985218048,0.456000000238419,0.439999997615814,
Spain,ESP,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,1.77900004386902,1.66199994087219,1.38900005817413,1.16600000858307,1.03799998760223,1.04900002479553,0.952000021934509,0.851000010967255,1125,0.939999997615814,0.737999975681305,0.758000016212463,0.712999999523163,0.657999992370605,0.566999971866608,0.541000008583069,0.565999984741211,0.435999989509583,0.441000014543533,0.395000010728836,0.381000012159348,0.367000013589859,
Spain,ESP,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,5.18300008773804,4.77299976348877,4.14599990844727,3.7039999961853,3.33599996566772,2.90000009536743,2.68199992179871,2.3289999961853,2.30699992179871,1.91999995708466,1.55499994754791,1.38999998569489,1.15799999237061,1.01600003242493,0.97299998998642,0.885999977588654,0.792999982833862,0.782000005245209,0.708000004291534,0.578999996185303,0.546999990940094,0.528999984264374,
Spain,ESP,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",SL.FAM.0714.ZS,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",SL.FAM.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",SL.FAM.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,
